date,month,region,service_type,sla_target,sla_actual,uptime_percentage,downtime_minutes,mttr_minutes,breach_count,availability_score
2026-05-15,2026-05,Makassar,Mobile Broadband,98.5,98.39,98.32,23.18,80,1,98.449
2026-05-15,2026-05,Makassar,Enterprise VPN,99.5,98.813,98.758,17.1,96,1,99.008
2026-05-15,2026-05,Makassar,IPTV,98.5,98.04,97.971,28.22,168,1,98.265
2026-05-15,2026-05,Makassar,Voice,98.5,98.453,98.322,22.28,155,1,98.486
2026-05-15,2026-05,Makassar,Cloud Connectivity,99.5,98.825,98.722,16.92,135,1,98.874
2026-05-15,2026-05,Semarang,Fiber Internet,98.5,98.431,98.317,22.59,172,1,98.47
2026-05-15,2026-05,Semarang,Mobile Broadband,98.5,98.155,98.084,26.57,101,1,98.207
2026-05-15,2026-05,Semarang,Enterprise VPN,99.5,98.711,98.545,18.56,109,1,98.967
2026-05-15,2026-05,Semarang,IPTV,98.5,98.258,98.213,25.08,169,1,98.516
2026-05-15,2026-05,Semarang,Voice,98.5,98.286,98.217,24.68,128,1,98.544
2026-05-15,2026-05,Semarang,Cloud Connectivity,99.5,98.781,98.753,17.55,94,1,98.923
2026-05-15,2026-05,Yogyakarta,Fiber Internet,98.5,97.968,97.959,29.26,147,1,98.146
2026-05-15,2026-05,Yogyakarta,Mobile Broadband,98.5,98.306,98.26,24.4,159,1,98.471
2026-05-15,2026-05,Yogyakarta,Enterprise VPN,99.5,99.19,99.068,11.66,104,1,99.466
2026-05-15,2026-05,Yogyakarta,IPTV,98.5,98.198,98.187,25.94,152,1,98.327
2026-05-15,2026-05,Yogyakarta,Voice,98.5,97.953,97.838,29.48,54,1,97.979
2026-05-15,2026-05,Yogyakarta,Cloud Connectivity,99.5,99.232,99.167,11.06,149,1,99.252
2026-05-15,2026-05,Denpasar,Fiber Internet,98.5,98.439,98.266,22.48,171,1,98.596
2026-05-15,2026-05,Denpasar,Mobile Broadband,98.5,97.934,97.905,29.75,112,1,98.173
2026-05-15,2026-05,Denpasar,Enterprise VPN,99.5,98.782,98.664,17.54,102,1,99.067
2026-05-15,2026-05,Denpasar,IPTV,98.5,98.23,98.219,25.49,76,1,98.469
2026-05-15,2026-05,Denpasar,Voice,98.5,97.933,97.824,29.77,123,1,98.178
2026-05-15,2026-05,Denpasar,Cloud Connectivity,99.5,98.992,98.925,14.51,130,1,99.097
2026-05-15,2026-05,Palembang,Fiber Internet,98.5,97.915,97.766,30.03,107,1,97.992
2026-05-15,2026-05,Palembang,Mobile Broadband,98.5,98.384,98.354,23.27,197,1,98.583
2026-05-15,2026-05,Palembang,Enterprise VPN,99.5,99.313,99.239,9.9,171,1,99.609
2026-05-15,2026-05,Palembang,IPTV,98.5,98.333,98.236,24.0,120,1,98.426
2026-05-15,2026-05,Palembang,Voice,98.5,97.815,97.776,31.47,163,1,98.054
2026-05-15,2026-05,Palembang,Cloud Connectivity,99.5,99.371,99.342,9.05,105,1,99.631
2026-05-15,2026-05,Balikpapan,Fiber Internet,98.5,98.284,98.142,24.71,126,1,98.485
2026-05-15,2026-05,Balikpapan,Mobile Broadband,98.5,97.989,97.961,28.96,81,1,98.218
2026-05-15,2026-05,Balikpapan,Enterprise VPN,99.5,99.318,99.28,9.82,202,1,99.431
2026-05-15,2026-05,Balikpapan,IPTV,98.5,97.763,97.729,32.22,189,1,98.057
2026-05-15,2026-05,Balikpapan,Voice,98.5,97.962,97.846,29.34,64,1,98.041
2026-05-15,2026-05,Balikpapan,Cloud Connectivity,99.5,98.957,98.874,15.02,166,1,98.972
2026-06-01,2026-06,Jakarta,Fiber Internet,98.5,98.466,98.379,22.1,124,1,98.499
2026-06-01,2026-06,Jakarta,Mobile Broadband,98.5,97.81,97.719,31.54,179,1,97.915
2026-06-01,2026-06,Jakarta,Enterprise VPN,99.5,99.419,99.396,8.37,137,1,99.486
2026-06-01,2026-06,Jakarta,IPTV,98.5,98.412,98.339,22.87,83,1,98.695
2026-06-01,2026-06,Jakarta,Voice,98.5,97.663,97.515,33.66,138,1,97.962
2026-06-01,2026-06,Jakarta,Cloud Connectivity,99.5,99.304,99.184,10.02,164,1,99.563
2026-06-01,2026-06,Bandung,Fiber Internet,98.5,98.481,98.437,21.88,204,1,98.687
2026-06-01,2026-06,Bandung,Mobile Broadband,98.5,97.892,97.849,30.36,195,1,98.01
2026-06-01,2026-06,Bandung,Enterprise VPN,99.5,99.09,99.036,13.11,94,1,99.144
2026-06-01,2026-06,Bandung,IPTV,98.5,98.179,98.036,26.22,100,1,98.309
2026-06-01,2026-06,Bandung,Voice,98.5,98.322,98.181,24.17,181,1,98.556
2026-06-01,2026-06,Bandung,Cloud Connectivity,99.5,98.609,98.494,20.04,68,1,98.894
2026-06-01,2026-06,Surabaya,Fiber Internet,98.5,98.037,98.002,28.27,154,1,98.215
2026-06-01,2026-06,Surabaya,Mobile Broadband,98.5,98.458,98.388,22.21,73,1,98.698
2026-06-01,2026-06,Surabaya,Enterprise VPN,99.5,98.932,98.836,15.39,109,1,99.109
2026-06-01,2026-06,Surabaya,IPTV,98.5,97.908,97.807,30.12,72,1,98.099
2026-06-01,2026-06,Surabaya,Voice,98.5,98.19,98.161,26.06,137,1,98.229
2026-06-01,2026-06,Surabaya,Cloud Connectivity,99.5,99.38,99.298,8.93,101,1,99.392
2026-06-01,2026-06,Medan,Fiber Internet,98.5,98.083,97.982,27.61,97,1,98.197
2026-06-01,2026-06,Medan,Mobile Broadband,98.5,98.454,98.29,22.26,58,1,98.457
2026-06-01,2026-06,Medan,Enterprise VPN,99.5,99.015,98.893,14.19,56,1,99.263
2026-06-01,2026-06,Medan,IPTV,98.5,98.117,98.042,27.12,226,1,98.341
2026-06-01,2026-06,Medan,Voice,98.5,98.004,97.885,28.75,58,1,98.025
2026-06-01,2026-06,Medan,Cloud Connectivity,99.5,99.028,98.889,14.0,106,1,99.227
2026-06-01,2026-06,Makassar,Fiber Internet,98.5,98.117,98.088,27.11,110,1,98.253
2026-06-01,2026-06,Makassar,Mobile Broadband,98.5,97.915,97.883,30.02,115,1,98.04
2026-06-01,2026-06,Makassar,Enterprise VPN,99.5,99.463,99.324,7.73,80,1,99.562
2026-06-01,2026-06,Makassar,IPTV,98.5,98.35,98.308,23.76,175,1,98.497
2026-06-01,2026-06,Makassar,Voice,98.5,98.407,98.359,22.94,109,1,98.498
2026-06-01,2026-06,Makassar,Cloud Connectivity,99.5,99.216,99.049,11.29,144,1,99.42
2026-06-01,2026-06,Semarang,Fiber Internet,98.5,98.423,98.286,22.71,72,1,98.696
2026-06-01,2026-06,Semarang,Mobile Broadband,98.5,97.861,97.683,30.81,92,1,97.952
2026-06-01,2026-06,Semarang,Enterprise VPN,99.5,99.476,99.353,7.54,107,1,99.482
2026-06-01,2026-06,Semarang,IPTV,98.5,98.077,97.912,27.69,146,1,98.106
2026-06-01,2026-06,Semarang,Voice,98.5,98.3,98.183,24.47,108,1,98.302
2026-06-01,2026-06,Semarang,Cloud Connectivity,99.5,99.014,98.929,14.2,115,1,99.14
2026-06-01,2026-06,Yogyakarta,Fiber Internet,98.5,98.385,98.236,23.25,94,1,98.565
2026-06-01,2026-06,Yogyakarta,Mobile Broadband,98.5,98.294,98.147,24.56,128,1,98.323
2026-06-01,2026-06,Yogyakarta,Enterprise VPN,99.5,99.3,99.297,10.08,136,1,99.546
2026-06-01,2026-06,Yogyakarta,IPTV,98.5,98.443,98.315,22.42,142,1,98.61
2026-06-01,2026-06,Yogyakarta,Voice,98.5,98.297,98.237,24.52,100,1,98.496
2026-06-01,2026-06,Yogyakarta,Cloud Connectivity,99.5,99.217,99.071,11.28,162,1,99.34
2026-06-01,2026-06,Denpasar,Fiber Internet,98.5,98.097,98.06,27.4,101,1,98.13
2026-06-01,2026-06,Denpasar,Mobile Broadband,98.5,98.011,97.904,28.65,86,1,98.12
2026-06-01,2026-06,Denpasar,Enterprise VPN,99.5,98.594,98.471,20.25,52,1,98.756
2026-06-01,2026-06,Denpasar,IPTV,98.5,97.896,97.763,30.29,114,1,98.148
2026-06-01,2026-06,Denpasar,Voice,98.5,98.291,98.262,24.61,174,1,98.393
2026-06-01,2026-06,Denpasar,Cloud Connectivity,99.5,99.313,99.18,9.89,113,1,99.34
2026-06-01,2026-06,Palembang,Fiber Internet,98.5,97.962,97.796,29.35,166,1,98.259
2026-06-01,2026-06,Palembang,Mobile Broadband,98.5,98.201,98.105,25.91,158,1,98.22
2026-06-01,2026-06,Palembang,Enterprise VPN,99.5,99.378,99.237,8.96,191,1,99.614
2026-06-01,2026-06,Palembang,IPTV,98.5,98.3,98.148,24.49,156,1,98.588
2026-06-01,2026-06,Palembang,Voice,98.5,98.001,97.989,28.79,203,1,98.115
2026-06-01,2026-06,Palembang,Cloud Connectivity,99.5,99.011,98.936,14.24,86,1,99.253
2026-06-01,2026-06,Balikpapan,Fiber Internet,98.5,97.924,97.853,29.89,108,1,98.005
2026-06-01,2026-06,Balikpapan,Mobile Broadband,98.5,98.474,98.403,21.97,134,1,98.77
2026-06-01,2026-06,Balikpapan,Enterprise VPN,99.5,99.087,98.984,13.15,200,1,99.274
2026-06-01,2026-06,Balikpapan,IPTV,98.5,98.188,98.061,26.09,164,1,98.44
2026-06-01,2026-06,Balikpapan,Voice,98.5,98.459,98.457,22.18,177,1,98.734
2026-06-01,2026-06,Balikpapan,Cloud Connectivity,99.5,99.021,98.895,14.09,138,1,99.148
2026-06-15,2026-06,Jakarta,Fiber Internet,98.5,98.495,98.464,21.68,198,1,98.711
2026-06-15,2026-06,Jakarta,Mobile Broadband,98.5,98.407,98.377,22.94,105,1,98.571
2026-06-15,2026-06,Jakarta,Enterprise VPN,99.5,98.832,98.791,16.82,127,1,98.935
2026-06-15,2026-06,Jakarta,IPTV,98.5,98.131,97.956,26.92,159,1,98.306
2026-06-15,2026-06,Jakarta,Voice,98.5,98.304,98.163,24.42,216,1,98.323
2026-06-15,2026-06,Jakarta,Cloud Connectivity,99.5,99.276,99.14,10.43,226,1,99.337
2026-06-15,2026-06,Bandung,Fiber Internet,98.5,97.726,97.588,32.75,209,1,97.912
2026-06-15,2026-06,Bandung,Mobile Broadband,98.5,98.294,98.252,24.57,117,1,98.31
2026-06-15,2026-06,Bandung,Enterprise VPN,99.5,99.07,99.025,13.39,102,1,99.179
2026-06-15,2026-06,Bandung,IPTV,98.5,98.49,98.31,21.74,57,1,98.584
2026-06-15,2026-06,Bandung,Voice,98.5,97.849,97.669,30.97,191,1,98.003
2026-06-15,2026-06,Bandung,Cloud Connectivity,99.5,99.389,99.368,8.8,61,1,99.557
2026-06-15,2026-06,Surabaya,Fiber Internet,98.5,98.361,98.226,23.61,166,1,98.657
2026-06-15,2026-06,Surabaya,Mobile Broadband,98.5,97.702,97.651,33.09,99,1,97.718
2026-06-15,2026-06,Surabaya,Enterprise VPN,99.5,98.95,98.834,15.12,122,1,99.23
2026-06-15,2026-06,Surabaya,IPTV,98.5,98.152,98.058,26.61,84,1,98.345
2026-06-15,2026-06,Surabaya,Voice,98.5,98.316,98.271,24.25,77,1,98.498
2026-06-15,2026-06,Surabaya,Cloud Connectivity,99.5,99.217,99.146,11.28,110,1,99.463
2026-06-15,2026-06,Medan,Fiber Internet,98.5,97.895,97.806,30.32,123,1,97.911
2026-06-15,2026-06,Medan,Mobile Broadband,98.5,98.372,98.306,23.45,158,1,98.425
2026-06-15,2026-06,Medan,Enterprise VPN,99.5,99.496,99.427,7.26,160,1,99.667
2026-06-15,2026-06,Medan,IPTV,98.5,98.475,98.376,21.96,124,1,98.488
2026-06-15,2026-06,Medan,Voice,98.5,98.141,98.012,26.77,121,1,98.348
2026-06-15,2026-06,Medan,Cloud Connectivity,99.5,99.445,99.425,8.0,82,1,99.54
2026-06-15,2026-06,Makassar,Fiber Internet,98.5,98.407,98.354,22.93,107,1,98.437
2026-06-15,2026-06,Makassar,Mobile Broadband,98.5,98.011,97.967,28.64,132,1,98.203
2026-06-15,2026-06,Makassar,Enterprise VPN,99.5,99.205,99.108,11.44,77,1,99.475
2026-06-15,2026-06,Makassar,IPTV,98.5,98.05,97.96,28.08,169,1,98.11
2026-06-15,2026-06,Makassar,Voice,98.5,98.305,98.189,24.41,95,1,98.555
2026-06-15,2026-06,Makassar,Cloud Connectivity,99.5,99.443,99.424,8.03,86,1,99.712
2026-06-15,2026-06,Semarang,Fiber Internet,98.5,98.293,98.245,24.59,163,1,98.465
2026-06-15,2026-06,Semarang,Mobile Broadband,98.5,98.298,98.199,24.51,177,1,98.49
2026-06-15,2026-06,Semarang,Enterprise VPN,99.5,99.433,99.335,8.17,113,1,99.63
2026-06-15,2026-06,Semarang,IPTV,98.5,97.898,97.731,30.27,102,1,98.146
2026-06-15,2026-06,Semarang,Voice,98.5,98.142,97.993,26.76,57,1,98.292
2026-06-15,2026-06,Semarang,Cloud Connectivity,99.5,99.196,99.09,11.57,136,1,99.255
2026-06-15,2026-06,Yogyakarta,Fiber Internet,98.5,97.999,97.82,28.82,106,1,98.256
2026-06-15,2026-06,Yogyakarta,Mobile Broadband,98.5,97.944,97.846,29.61,79,1,98.003
2026-06-15,2026-06,Yogyakarta,Enterprise VPN,99.5,99.461,99.285,7.77,187,1,99.529
2026-06-15,2026-06,Yogyakarta,IPTV,98.5,98.329,98.212,24.06,166,1,98.598
2026-06-15,2026-06,Yogyakarta,Voice,98.5,98.429,98.296,22.63,141,1,98.58
2026-06-15,2026-06,Yogyakarta,Cloud Connectivity,99.5,98.843,98.793,16.66,127,1,98.889
2026-06-15,2026-06,Denpasar,Fiber Internet,98.5,97.843,97.804,31.06,75,1,97.98
2026-06-15,2026-06,Denpasar,Mobile Broadband,98.5,97.849,97.841,30.98,103,1,98.137
2026-06-15,2026-06,Denpasar,Enterprise VPN,99.5,99.279,99.207,10.38,99,1,99.56
2026-06-15,2026-06,Denpasar,IPTV,98.5,98.482,98.454,21.86,118,1,98.696
2026-06-15,2026-06,Denpasar,Voice,98.5,97.73,97.722,32.68,104,1,97.774
2026-06-15,2026-06,Denpasar,Cloud Connectivity,99.5,99.327,99.246,9.69,168,1,99.371
2026-06-15,2026-06,Palembang,Fiber Internet,98.5,98.461,98.362,22.17,118,1,98.742
2026-06-15,2026-06,Palembang,Mobile Broadband,98.5,98.372,98.332,23.44,158,1,98.439
2026-06-15,2026-06,Palembang,Enterprise VPN,99.5,99.08,99.071,13.24,206,1,99.194
2026-06-15,2026-06,Palembang,IPTV,98.5,98.405,98.275,22.97,155,1,98.462
2026-06-15,2026-06,Palembang,Voice,98.5,97.322,97.281,38.57,149,1,97.473
2026-06-15,2026-06,Palembang,Cloud Connectivity,99.5,99.055,98.924,13.61,146,1,99.159
2026-06-15,2026-06,Balikpapan,Fiber Internet,98.5,97.747,97.611,32.45,111,1,97.836
2026-06-15,2026-06,Balikpapan,Mobile Broadband,98.5,98.449,98.423,22.34,93,1,98.628
2026-06-15,2026-06,Balikpapan,Enterprise VPN,99.5,99.494,99.452,7.29,171,1,99.638
2026-06-15,2026-06,Balikpapan,IPTV,98.5,97.966,97.907,29.28,181,1,98.255
2026-06-15,2026-06,Balikpapan,Voice,98.5,98.197,98.102,25.97,102,1,98.28
2026-06-15,2026-06,Balikpapan,Cloud Connectivity,99.5,99.102,98.939,12.93,101,1,99.127
2026-07-01,2026-07,Jakarta,Fiber Internet,98.5,97.734,97.608,32.64,70,1,97.912
2026-07-01,2026-07,Jakarta,Mobile Broadband,98.5,98.155,98.032,26.57,97,1,98.344
2026-07-01,2026-07,Jakarta,Enterprise VPN,99.5,99.226,99.218,11.15,190,1,99.281
2026-07-01,2026-07,Jakarta,IPTV,98.5,98.448,98.361,22.35,158,1,98.448
2026-07-01,2026-07,Jakarta,Voice,98.5,98.258,98.18,25.08,208,1,98.517
2026-07-01,2026-07,Jakarta,Cloud Connectivity,99.5,99.101,98.927,12.95,135,1,99.131
2026-07-01,2026-07,Bandung,Fiber Internet,98.5,98.301,98.178,24.47,126,1,98.344
2026-07-01,2026-07,Bandung,Mobile Broadband,98.5,98.244,98.116,25.29,114,1,98.478
2026-07-01,2026-07,Bandung,Enterprise VPN,99.5,99.274,99.27,10.45,130,1,99.322
2026-07-01,2026-07,Bandung,IPTV,98.5,98.089,98.044,27.51,93,1,98.218
2026-07-01,2026-07,Bandung,Voice,98.5,98.468,98.363,22.05,200,1,98.627
2026-07-01,2026-07,Bandung,Cloud Connectivity,99.5,99.321,99.288,9.77,136,1,99.527
2026-07-01,2026-07,Surabaya,Fiber Internet,98.5,98.405,98.304,22.97,154,1,98.623
2026-07-01,2026-07,Surabaya,Mobile Broadband,98.5,98.383,98.262,23.28,147,1,98.661
2026-07-01,2026-07,Surabaya,Enterprise VPN,99.5,99.306,99.146,9.99,119,1,99.426
2026-07-01,2026-07,Surabaya,IPTV,98.5,98.464,98.389,22.12,139,1,98.513
2026-07-01,2026-07,Surabaya,Voice,98.5,97.971,97.879,29.22,158,1,98.083
2026-07-01,2026-07,Surabaya,Cloud Connectivity,99.5,99.01,98.879,14.25,200,1,99.264
2026-07-01,2026-07,Medan,Fiber Internet,98.5,98.459,98.443,22.18,132,1,98.479
2026-07-01,2026-07,Medan,Mobile Broadband,98.5,98.463,98.399,22.14,105,1,98.761
2026-07-01,2026-07,Medan,Enterprise VPN,99.5,99.257,99.109,10.71,184,1,99.342
2026-07-01,2026-07,Medan,IPTV,98.5,98.386,98.325,23.24,84,1,98.486
2026-07-01,2026-07,Medan,Voice,98.5,98.498,98.326,21.63,181,1,98.797
2026-07-01,2026-07,Medan,Cloud Connectivity,99.5,99.46,99.373,7.78,90,1,99.572
2026-07-01,2026-07,Makassar,Fiber Internet,98.5,97.551,97.436,35.27,165,1,97.815
2026-07-01,2026-07,Makassar,Mobile Broadband,98.5,98.415,98.34,22.82,127,1,98.536
2026-07-01,2026-07,Makassar,Enterprise VPN,99.5,99.134,99.102,12.47,42,1,99.223
2026-07-01,2026-07,Makassar,IPTV,98.5,97.997,97.848,28.85,93,1,98.191
2026-07-01,2026-07,Makassar,Voice,98.5,98.234,98.184,25.42,185,1,98.472
2026-07-01,2026-07,Makassar,Cloud Connectivity,99.5,98.379,98.237,23.35,220,1,98.603
2026-07-01,2026-07,Semarang,Fiber Internet,98.5,97.943,97.896,29.63,122,1,98.206
2026-07-01,2026-07,Semarang,Mobile Broadband,98.5,98.119,98.084,27.09,114,1,98.36
2026-07-01,2026-07,Semarang,Enterprise VPN,99.5,98.965,98.922,14.9,65,1,99.205
2026-07-01,2026-07,Semarang,IPTV,98.5,98.313,98.16,24.29,87,1,98.466
2026-07-01,2026-07,Semarang,Voice,98.5,98.103,98.074,27.31,157,1,98.292
2026-07-01,2026-07,Semarang,Cloud Connectivity,99.5,99.19,99.108,11.66,137,1,99.438
2026-07-01,2026-07,Yogyakarta,Fiber Internet,98.5,98.207,98.049,25.82,93,1,98.438
2026-07-01,2026-07,Yogyakarta,Mobile Broadband,98.5,98.436,98.365,22.52,164,1,98.719
2026-07-01,2026-07,Yogyakarta,Enterprise VPN,99.5,99.208,99.105,11.4,84,1,99.449
2026-07-01,2026-07,Yogyakarta,IPTV,98.5,98.275,98.236,24.85,190,1,98.48
2026-07-01,2026-07,Yogyakarta,Voice,98.5,98.452,98.396,22.29,143,1,98.482
2026-07-01,2026-07,Yogyakarta,Cloud Connectivity,99.5,99.467,99.391,7.68,166,1,99.704
2026-07-01,2026-07,Denpasar,Fiber Internet,98.5,98.166,98.108,26.42,178,1,98.207
2026-07-01,2026-07,Denpasar,Mobile Broadband,98.5,98.226,98.135,25.55,123,1,98.44
2026-07-01,2026-07,Denpasar,Enterprise VPN,99.5,98.785,98.631,17.49,21,1,98.931
2026-07-01,2026-07,Denpasar,IPTV,98.5,98.074,97.989,27.73,94,1,98.157
2026-07-01,2026-07,Denpasar,Voice,98.5,98.31,98.246,24.34,141,1,98.44
2026-07-01,2026-07,Denpasar,Cloud Connectivity,99.5,99.109,98.998,12.82,90,1,99.365
2026-07-01,2026-07,Palembang,Fiber Internet,98.5,98.176,98.119,26.27,53,1,98.446
2026-07-01,2026-07,Palembang,Mobile Broadband,98.5,97.976,97.852,29.15,167,1,98.045
2026-07-01,2026-07,Palembang,Enterprise VPN,99.5,99.15,99.021,12.25,91,1,99.397
2026-07-01,2026-07,Palembang,IPTV,98.5,97.764,97.629,32.2,0,1,98.041
2026-07-01,2026-07,Palembang,Voice,98.5,98.149,97.969,26.65,139,1,98.214
2026-07-01,2026-07,Palembang,Cloud Connectivity,99.5,98.542,98.442,20.99,45,1,98.597
2026-07-01,2026-07,Balikpapan,Fiber Internet,98.5,98.397,98.343,23.08,150,1,98.417
2026-07-01,2026-07,Balikpapan,Mobile Broadband,98.5,97.678,97.619,33.43,165,1,97.715
2026-07-01,2026-07,Balikpapan,Enterprise VPN,99.5,99.158,99.14,12.12,141,1,99.17
2026-07-01,2026-07,Balikpapan,IPTV,98.5,98.454,98.297,22.27,66,1,98.586
2026-07-01,2026-07,Balikpapan,Voice,98.5,97.903,97.857,30.2,155,1,98.082
2026-07-01,2026-07,Balikpapan,Cloud Connectivity,99.5,99.397,99.267,8.68,185,1,99.599
2026-07-15,2026-07,Jakarta,Fiber Internet,98.5,98.272,98.204,24.88,170,1,98.398
2026-07-15,2026-07,Jakarta,Mobile Broadband,98.5,98.461,98.451,22.16,83,1,98.667
2026-07-15,2026-07,Jakarta,Enterprise VPN,99.5,99.441,99.379,8.04,61,1,99.517
2026-07-15,2026-07,Jakarta,IPTV,98.5,98.395,98.312,23.12,151,1,98.541
2026-07-15,2026-07,Jakarta,Voice,98.5,98.158,98.037,26.53,179,1,98.375
2026-07-15,2026-07,Jakarta,Cloud Connectivity,99.5,99.45,99.316,7.92,94,1,99.49
2026-07-15,2026-07,Bandung,Fiber Internet,98.5,98.02,97.974,28.51,163,1,98.195
2026-07-15,2026-07,Bandung,Mobile Broadband,98.5,98.481,98.372,21.88,78,1,98.518
2026-07-15,2026-07,Bandung,Enterprise VPN,99.5,99.333,99.183,9.6,76,1,99.419
2026-07-15,2026-07,Bandung,IPTV,98.5,97.945,97.779,29.59,57,1,98.037
2026-07-15,2026-07,Bandung,Voice,98.5,97.689,97.543,33.27,205,1,97.908
2026-07-15,2026-07,Bandung,Cloud Connectivity,99.5,99.248,99.078,10.83,134,1,99.503
2026-07-15,2026-07,Surabaya,Fiber Internet,98.5,98.251,98.167,25.19,84,1,98.467
2026-07-15,2026-07,Surabaya,Mobile Broadband,98.5,97.435,97.408,36.93,165,1,97.68
2026-07-15,2026-07,Surabaya,Enterprise VPN,99.5,98.782,98.758,17.53,114,1,98.819
2026-07-15,2026-07,Surabaya,IPTV,98.5,98.248,98.185,25.23,118,1,98.326
2026-07-15,2026-07,Surabaya,Voice,98.5,98.489,98.327,21.76,63,1,98.688
2026-07-15,2026-07,Surabaya,Cloud Connectivity,99.5,98.743,98.587,18.11,108,1,98.743
2026-07-15,2026-07,Medan,Fiber Internet,98.5,96.687,96.544,47.71,351,1,96.955
2026-07-15,2026-07,Medan,Mobile Broadband,98.5,97.161,97.151,40.89,283,1,97.304
2026-07-15,2026-07,Medan,Enterprise VPN,99.5,97.857,97.757,30.86,279,1,98.145
2026-07-15,2026-07,Medan,IPTV,98.5,96.731,96.701,47.07,360,1,97.01
2026-07-15,2026-07,Medan,Voice,98.5,96.525,96.476,50.04,221,1,96.584
2026-07-15,2026-07,Medan,Cloud Connectivity,99.5,97.741,97.692,32.53,343,1,97.952
2026-07-15,2026-07,Makassar,Fiber Internet,98.5,98.484,98.323,21.83,74,1,98.495
2026-07-15,2026-07,Makassar,Mobile Broadband,98.5,98.423,98.289,22.71,206,1,98.608
2026-07-15,2026-07,Makassar,Enterprise VPN,99.5,99.001,98.927,14.39,84,1,99.221
2026-07-15,2026-07,Makassar,IPTV,98.5,98.483,98.372,21.84,98,1,98.531
2026-07-15,2026-07,Makassar,Voice,98.5,98.375,98.369,23.4,159,1,98.521
2026-07-15,2026-07,Makassar,Cloud Connectivity,99.5,99.1,98.982,12.96,96,1,99.24
2026-07-15,2026-07,Semarang,Fiber Internet,98.5,98.013,97.963,28.61,158,1,98.181
2026-07-15,2026-07,Semarang,Mobile Broadband,98.5,97.851,97.836,30.94,218,1,97.921
2026-07-15,2026-07,Semarang,Enterprise VPN,99.5,99.078,98.924,13.27,159,1,99.157
2026-07-15,2026-07,Semarang,IPTV,98.5,98.416,98.397,22.8,191,1,98.583
2026-07-15,2026-07,Semarang,Voice,98.5,98.014,97.868,28.6,122,1,98.144
2026-07-15,2026-07,Semarang,Cloud Connectivity,99.5,98.911,98.894,15.68,149,1,99.2
2026-07-15,2026-07,Yogyakarta,Fiber Internet,98.5,98.451,98.319,22.31,94,1,98.537
2026-07-15,2026-07,Yogyakarta,Mobile Broadband,98.5,97.842,97.761,31.07,134,1,97.855
2026-07-15,2026-07,Yogyakarta,Enterprise VPN,99.5,99.246,99.119,10.85,58,1,99.466
2026-07-15,2026-07,Yogyakarta,IPTV,98.5,97.754,97.71,32.34,133,1,97.853
2026-07-15,2026-07,Yogyakarta,Voice,98.5,98.342,98.235,23.88,130,1,98.344
2026-07-15,2026-07,Yogyakarta,Cloud Connectivity,99.5,99.209,99.122,11.39,63,1,99.322
2026-07-15,2026-07,Denpasar,Fiber Internet,98.5,98.427,98.308,22.65,164,1,98.576
2026-07-15,2026-07,Denpasar,Mobile Broadband,98.5,98.29,98.236,24.62,140,1,98.59
2026-07-15,2026-07,Denpasar,Enterprise VPN,99.5,99.152,99.021,12.21,117,1,99.208
2026-07-15,2026-07,Denpasar,IPTV,98.5,98.023,97.975,28.47,99,1,98.193
2026-07-15,2026-07,Denpasar,Voice,98.5,97.598,97.505,34.58,130,1,97.863
2026-07-15,2026-07,Denpasar,Cloud Connectivity,99.5,99.02,98.991,14.11,156,1,99.165
2026-07-15,2026-07,Palembang,Fiber Internet,98.5,98.187,98.061,26.11,117,1,98.463
2026-07-15,2026-07,Palembang,Mobile Broadband,98.5,98.2,98.17,25.92,76,1,98.425
2026-07-15,2026-07,Palembang,Enterprise VPN,99.5,99.191,99.05,11.65,198,1,99.276
2026-07-15,2026-07,Palembang,IPTV,98.5,98.448,98.369,22.35,135,1,98.741
2026-07-15,2026-07,Palembang,Voice,98.5,98.34,98.244,23.9,121,1,98.341
2026-07-15,2026-07,Palembang,Cloud Connectivity,99.5,99.314,99.172,9.88,159,1,99.599
2026-07-15,2026-07,Balikpapan,Fiber Internet,98.5,97.867,97.733,30.72,121,1,98.15
2026-07-15,2026-07,Balikpapan,Mobile Broadband,98.5,98.487,98.431,21.79,107,1,98.542
2026-07-15,2026-07,Balikpapan,Enterprise VPN,99.5,99.095,98.975,13.03,127,1,99.29
2026-07-15,2026-07,Balikpapan,IPTV,98.5,98.288,98.239,24.66,59,1,98.392
2026-07-15,2026-07,Balikpapan,Voice,98.5,97.67,97.642,33.55,140,1,97.791
2026-07-15,2026-07,Balikpapan,Cloud Connectivity,99.5,99.254,99.22,10.74,130,1,99.396
2026-08-01,2026-08,Jakarta,Fiber Internet,98.5,98.171,98.007,26.33,168,1,98.404
2026-08-01,2026-08,Jakarta,Mobile Broadband,98.5,97.862,97.793,30.79,186,1,98.092
2026-08-01,2026-08,Jakarta,Enterprise VPN,99.5,99.105,99.052,12.89,131,1,99.374
2026-08-01,2026-08,Jakarta,IPTV,98.5,98.157,98.032,26.54,86,1,98.389
2026-08-01,2026-08,Jakarta,Voice,98.5,98.417,98.26,22.79,134,1,98.43
2026-08-01,2026-08,Jakarta,Cloud Connectivity,99.5,99.277,99.264,10.42,100,1,99.494
2026-08-01,2026-08,Bandung,Fiber Internet,98.5,98.219,98.067,25.65,87,1,98.316
2026-08-01,2026-08,Bandung,Mobile Broadband,98.5,98.017,97.899,28.56,140,1,98.203
