ticket_id,date,month,region,service_type,ticket_category,priority,status,response_time_minutes,resolution_time_minutes,related_incident_id,customer_segment,repeat_complaint,satisfaction_score
TCK-2026-00796,2026-06-07,2026-06,Palembang,Mobile Broadband,Intermittent Connection,Medium,Open,87,,INC-2026-01891,Residential,false,
TCK-2026-01375,2026-06-07,2026-06,Makassar,Voice,Internet Down,Medium,In Progress,76,,,Residential,false,
TCK-2026-01424,2026-06-07,2026-06,Palembang,Mobile Broadband,Enterprise SLA Complaint,Low,Resolved,114,1069,INC-2026-01891,Residential,false,5
TCK-2026-01635,2026-06-07,2026-06,Palembang,Mobile Broadband,Internet Down,High,Waiting Customer,19,,INC-2026-01891,SMB,false,
TCK-2026-01790,2026-06-07,2026-06,Palembang,Mobile Broadband,Billing Related,Low,Open,101,,INC-2026-01891,Residential,false,
TCK-2026-01949,2026-06-07,2026-06,Palembang,Enterprise VPN,Installation Delay,Low,Resolved,89,941,,SMB,false,3.9
TCK-2026-02031,2026-06-07,2026-06,Bandung,Enterprise VPN,Installation Delay,High,Resolved,44,108,,Residential,false,3.1
TCK-2026-03218,2026-06-07,2026-06,Medan,Mobile Broadband,Slow Connection,Medium,Resolved,96,521,,Residential,true,5
TCK-2026-03290,2026-06-07,2026-06,Medan,Voice,Slow Connection,Medium,Open,87,,INC-2026-00352,Residential,false,
TCK-2026-03329,2026-06-07,2026-06,Medan,Mobile Broadband,Billing Related,High,Waiting Customer,45,,,Residential,false,
TCK-2026-03545,2026-06-07,2026-06,Medan,Voice,Internet Down,High,Resolved,15,275,INC-2026-00352,Residential,false,3.4
TCK-2026-03789,2026-06-07,2026-06,Denpasar,Cloud Connectivity,Enterprise SLA Complaint,Low,Closed,118,943,INC-2026-00817,Residential,false,3.8
TCK-2026-04217,2026-06-07,2026-06,Medan,Voice,Billing Related,Low,Resolved,117,939,INC-2026-01363,Residential,false,3.6
TCK-2026-04939,2026-06-07,2026-06,Bandung,Mobile Broadband,Enterprise SLA Complaint,High,Resolved,26,246,,Residential,false,3.7
TCK-2026-00117,2026-06-08,2026-06,Jakarta,Mobile Broadband,Slow Connection,Low,Closed,128,742,,Residential,false,3.9
TCK-2026-00240,2026-06-08,2026-06,Bandung,Fiber Internet,Enterprise SLA Complaint,Critical,Closed,5,70,,SMB,false,3.5
TCK-2026-00610,2026-06-08,2026-06,Palembang,Fiber Internet,Router ONT Issue,Low,Resolved,154,949,,SMB,false,4.1
TCK-2026-01223,2026-06-08,2026-06,Jakarta,Fiber Internet,Billing Related,Low,Closed,139,841,INC-2026-01295,Residential,true,5
TCK-2026-01395,2026-06-08,2026-06,Jakarta,Cloud Connectivity,Billing Related,Medium,Open,88,,INC-2026-00314,SMB,false,
TCK-2026-01500,2026-06-08,2026-06,Jakarta,Enterprise VPN,Intermittent Connection,Medium,Resolved,84,492,INC-2026-00710,Residential,false,3.8
TCK-2026-01619,2026-06-08,2026-06,Jakarta,Fiber Internet,Internet Down,High,Open,31,,INC-2026-01295,Residential,false,
TCK-2026-01799,2026-06-08,2026-06,Balikpapan,Mobile Broadband,Billing Related,Medium,Resolved,77,404,,Enterprise,false,4.5
TCK-2026-02386,2026-06-08,2026-06,Medan,Cloud Connectivity,Billing Related,Medium,Resolved,76,502,INC-2026-01044,Residential,false,3.8
TCK-2026-02398,2026-06-08,2026-06,Semarang,Enterprise VPN,Intermittent Connection,Low,Waiting Customer,91,,,SMB,false,
TCK-2026-02594,2026-06-08,2026-06,Yogyakarta,IPTV,Billing Related,Medium,Closed,76,500,,Public Sector,false,3.5
TCK-2026-02735,2026-06-08,2026-06,Palembang,Voice,Slow Connection,Low,Closed,88,918,INC-2026-00603,SMB,false,3.6
TCK-2026-03175,2026-06-08,2026-06,Jakarta,IPTV,Internet Down,High,Resolved,39,290,,Residential,false,3.6
TCK-2026-03278,2026-06-08,2026-06,Yogyakarta,Cloud Connectivity,Billing Related,Low,Resolved,116,836,,SMB,false,4.5
TCK-2026-03373,2026-06-08,2026-06,Medan,Cloud Connectivity,Router ONT Issue,High,Closed,14,260,INC-2026-01044,Residential,true,3.7
TCK-2026-03702,2026-06-08,2026-06,Yogyakarta,Mobile Broadband,Enterprise SLA Complaint,High,Resolved,32,195,,Residential,false,2.5
TCK-2026-03737,2026-06-08,2026-06,Jakarta,Fiber Internet,Internet Down,Critical,Resolved,5,180,INC-2026-01295,Enterprise,false,5
TCK-2026-04025,2026-06-08,2026-06,Surabaya,Voice,Intermittent Connection,Medium,Closed,71,438,,Residential,false,5
TCK-2026-04180,2026-06-08,2026-06,Surabaya,IPTV,Internet Down,Medium,Closed,77,322,,Enterprise,false,4.3
TCK-2026-04635,2026-06-08,2026-06,Medan,Cloud Connectivity,Intermittent Connection,Medium,Waiting Customer,30,,INC-2026-01044,SMB,false,
TCK-2026-05284,2026-06-08,2026-06,Bandung,IPTV,Intermittent Connection,Medium,In Progress,55,,,Residential,false,
TCK-2026-05307,2026-06-08,2026-06,Medan,Mobile Broadband,Router ONT Issue,Medium,Resolved,57,545,INC-2026-00551,Residential,false,5
TCK-2026-00215,2026-06-09,2026-06,Balikpapan,Fiber Internet,Intermittent Connection,Low,In Progress,112,,INC-2026-00811,Residential,true,
TCK-2026-00302,2026-06-09,2026-06,Makassar,Mobile Broadband,Billing Related,Medium,In Progress,90,,INC-2026-00602,Residential,false,
TCK-2026-00702,2026-06-09,2026-06,Semarang,Enterprise VPN,Enterprise SLA Complaint,Medium,Resolved,74,568,INC-2026-01538,Residential,false,3.6
TCK-2026-01046,2026-06-09,2026-06,Medan,Fiber Internet,Intermittent Connection,Medium,Closed,106,450,INC-2026-02167,SMB,false,4.0
TCK-2026-01168,2026-06-09,2026-06,Makassar,Mobile Broadband,Intermittent Connection,Medium,Closed,71,630,INC-2026-00602,Enterprise,false,4.2
TCK-2026-01297,2026-06-09,2026-06,Balikpapan,Fiber Internet,Router ONT Issue,Low,Resolved,116,1019,INC-2026-00811,Enterprise,false,3.5
TCK-2026-01317,2026-06-09,2026-06,Yogyakarta,Fiber Internet,Slow Connection,High,In Progress,67,,,SMB,false,
TCK-2026-01350,2026-06-09,2026-06,Makassar,IPTV,Router ONT Issue,Medium,Closed,65,387,,Residential,false,4.8
TCK-2026-02190,2026-06-09,2026-06,Makassar,Mobile Broadband,Internet Down,High,In Progress,52,,INC-2026-00602,Enterprise,false,
TCK-2026-02334,2026-06-09,2026-06,Surabaya,IPTV,Installation Delay,Low,Resolved,123,992,,Residential,false,4.3
TCK-2026-03209,2026-06-09,2026-06,Balikpapan,Fiber Internet,Internet Down,High,Closed,41,342,INC-2026-00811,Residential,false,3.6
TCK-2026-03589,2026-06-09,2026-06,Semarang,Cloud Connectivity,Router ONT Issue,Low,Resolved,145,845,INC-2026-00636,SMB,false,3.4
TCK-2026-03642,2026-06-09,2026-06,Yogyakarta,Mobile Broadband,Installation Delay,Medium,Resolved,71,376,,Enterprise,false,4.1
TCK-2026-03777,2026-06-09,2026-06,Semarang,Enterprise VPN,Router ONT Issue,High,Open,46,,INC-2026-01538,Enterprise,false,
TCK-2026-04123,2026-06-09,2026-06,Jakarta,Mobile Broadband,Enterprise SLA Complaint,Medium,Resolved,52,404,,Enterprise,false,4.7
TCK-2026-04135,2026-06-09,2026-06,Yogyakarta,Enterprise VPN,Enterprise SLA Complaint,High,Open,27,,,SMB,false,
TCK-2026-04446,2026-06-09,2026-06,Bandung,Mobile Broadband,Installation Delay,Low,Waiting Customer,149,,,SMB,false,
TCK-2026-04620,2026-06-09,2026-06,Bandung,Cloud Connectivity,Installation Delay,Low,Waiting Customer,120,,,Residential,false,
TCK-2026-05264,2026-06-09,2026-06,Makassar,Mobile Broadband,Installation Delay,Low,Open,131,,INC-2026-00602,SMB,false,
TCK-2026-00381,2026-06-10,2026-06,Semarang,IPTV,Internet Down,High,In Progress,52,,INC-2026-01623,Residential,false,
TCK-2026-00637,2026-06-10,2026-06,Palembang,IPTV,Billing Related,Medium,In Progress,89,,INC-2026-01485,Enterprise,false,
TCK-2026-00770,2026-06-10,2026-06,Palembang,Mobile Broadband,Router ONT Issue,Medium,Resolved,39,482,INC-2026-01258,Enterprise,false,4.9
TCK-2026-00934,2026-06-10,2026-06,Palembang,IPTV,Intermittent Connection,High,Resolved,28,96,INC-2026-01485,SMB,false,2.9
TCK-2026-01065,2026-06-10,2026-06,Medan,Mobile Broadband,Intermittent Connection,Medium,Resolved,56,328,,SMB,false,4.1
TCK-2026-01068,2026-06-10,2026-06,Palembang,Fiber Internet,Internet Down,Medium,Open,70,,,SMB,false,
TCK-2026-01150,2026-06-10,2026-06,Makassar,Mobile Broadband,Intermittent Connection,Medium,Closed,68,429,,Enterprise,false,5
TCK-2026-01559,2026-06-10,2026-06,Palembang,IPTV,Billing Related,Low,In Progress,111,,INC-2026-01485,Residential,false,
TCK-2026-01801,2026-06-10,2026-06,Bandung,Enterprise VPN,Intermittent Connection,High,Open,25,,,Residential,true,
TCK-2026-01893,2026-06-10,2026-06,Surabaya,IPTV,Router ONT Issue,Low,Open,105,,,Residential,false,
TCK-2026-02507,2026-06-10,2026-06,Makassar,Mobile Broadband,Billing Related,Medium,Closed,36,600,,Residential,false,4.6
TCK-2026-03815,2026-06-10,2026-06,Palembang,IPTV,Slow Connection,Low,In Progress,135,,,Residential,false,
TCK-2026-04148,2026-06-10,2026-06,Makassar,Cloud Connectivity,Internet Down,Low,Open,88,,,Residential,false,
TCK-2026-04449,2026-06-10,2026-06,Semarang,Enterprise VPN,Intermittent Connection,Low,Waiting Customer,114,,,Residential,false,
TCK-2026-04868,2026-06-10,2026-06,Bandung,Voice,Enterprise SLA Complaint,Medium,Resolved,40,563,,SMB,false,5
TCK-2026-05193,2026-06-10,2026-06,Denpasar,Enterprise VPN,Router ONT Issue,Medium,Open,105,,,Residential,false,
TCK-2026-00964,2026-06-11,2026-06,Yogyakarta,Voice,Enterprise SLA Complaint,Medium,Resolved,68,552,,Residential,false,4.7
TCK-2026-01072,2026-06-11,2026-06,Palembang,Voice,Router ONT Issue,Medium,Open,93,,,Residential,false,
TCK-2026-01644,2026-06-11,2026-06,Surabaya,Cloud Connectivity,Billing Related,Medium,Resolved,78,596,INC-2026-01878,SMB,true,4.0
TCK-2026-02332,2026-06-11,2026-06,Palembang,Voice,Enterprise SLA Complaint,Low,In Progress,118,,INC-2026-02111,Enterprise,false,
TCK-2026-03079,2026-06-11,2026-06,Bandung,Enterprise VPN,Billing Related,High,Closed,61,423,,Residential,false,3.7
TCK-2026-03612,2026-06-11,2026-06,Semarang,Cloud Connectivity,Billing Related,High,Closed,5,337,,Residential,true,3.3
TCK-2026-03784,2026-06-11,2026-06,Balikpapan,Fiber Internet,Enterprise SLA Complaint,Low,In Progress,97,,,Enterprise,false,
TCK-2026-04345,2026-06-11,2026-06,Medan,IPTV,Billing Related,Low,Resolved,96,823,,Enterprise,false,5
TCK-2026-04517,2026-06-11,2026-06,Medan,Enterprise VPN,Router ONT Issue,Low,In Progress,145,,,Public Sector,false,
TCK-2026-05266,2026-06-11,2026-06,Bandung,Fiber Internet,Billing Related,High,Resolved,61,278,,Enterprise,false,3.3
TCK-2026-00703,2026-06-12,2026-06,Palembang,IPTV,Billing Related,High,In Progress,31,,,SMB,false,
TCK-2026-00829,2026-06-12,2026-06,Balikpapan,Enterprise VPN,Internet Down,High,Resolved,21,182,,SMB,false,3.3
TCK-2026-02342,2026-06-12,2026-06,Jakarta,Cloud Connectivity,Slow Connection,Medium,Resolved,77,587,,SMB,false,5
TCK-2026-02557,2026-06-12,2026-06,Medan,Mobile Broadband,Installation Delay,Low,Resolved,125,870,,Enterprise,true,4.9
TCK-2026-03468,2026-06-12,2026-06,Jakarta,IPTV,Router ONT Issue,High,Resolved,42,327,INC-2026-01429,Residential,false,4.0
TCK-2026-03998,2026-06-12,2026-06,Denpasar,IPTV,Intermittent Connection,Low,Closed,103,931,,Residential,false,4.1
TCK-2026-04000,2026-06-12,2026-06,Surabaya,Voice,Internet Down,Low,Waiting Customer,113,,,Residential,true,
TCK-2026-04548,2026-06-12,2026-06,Palembang,Enterprise VPN,Billing Related,Medium,In Progress,90,,,Residential,true,
TCK-2026-05229,2026-06-12,2026-06,Semarang,IPTV,Router ONT Issue,Low,Closed,147,762,,Residential,false,4.0
TCK-2026-02002,2026-06-13,2026-06,Yogyakarta,IPTV,Billing Related,Low,Waiting Customer,84,,,Public Sector,false,
TCK-2026-02967,2026-06-13,2026-06,Yogyakarta,Enterprise VPN,Enterprise SLA Complaint,Medium,Closed,121,587,,Residential,false,4.8
TCK-2026-03147,2026-06-13,2026-06,Semarang,Mobile Broadband,Installation Delay,Medium,Closed,73,591,,Residential,false,3.8
TCK-2026-03420,2026-06-13,2026-06,Jakarta,Voice,Intermittent Connection,Low,Open,112,,,Residential,false,
TCK-2026-00074,2026-06-14,2026-06,Denpasar,Voice,Enterprise SLA Complaint,Medium,Closed,88,469,INC-2026-00211,SMB,false,4.9
TCK-2026-00866,2026-06-14,2026-06,Jakarta,Enterprise VPN,Billing Related,Medium,Closed,74,319,INC-2026-02062,SMB,false,4.9
TCK-2026-01336,2026-06-14,2026-06,Palembang,Enterprise VPN,Intermittent Connection,Medium,In Progress,61,,,Enterprise,false,
TCK-2026-01675,2026-06-14,2026-06,Denpasar,Cloud Connectivity,Billing Related,Low,Closed,141,927,,Residential,false,4.9
TCK-2026-01761,2026-06-14,2026-06,Balikpapan,Cloud Connectivity,Installation Delay,Low,Closed,131,917,,SMB,false,4.5
TCK-2026-01846,2026-06-14,2026-06,Semarang,Mobile Broadband,Enterprise SLA Complaint,Medium,Waiting Customer,86,,,SMB,false,
TCK-2026-02096,2026-06-14,2026-06,Jakarta,Enterprise VPN,Intermittent Connection,Low,Resolved,114,864,INC-2026-02062,Enterprise,false,3.3
TCK-2026-04606,2026-06-14,2026-06,Medan,Cloud Connectivity,Slow Connection,Low,Resolved,127,867,INC-2026-00884,Residential,false,4.7
TCK-2026-04812,2026-06-14,2026-06,Medan,Cloud Connectivity,Billing Related,Medium,In Progress,75,,INC-2026-00884,Residential,false,
TCK-2026-05324,2026-06-14,2026-06,Surabaya,IPTV,Installation Delay,High,Resolved,61,380,,Residential,false,4.0
TCK-2026-00097,2026-06-15,2026-06,Balikpapan,Voice,Slow Connection,Medium,Closed,59,490,,Residential,false,5
TCK-2026-00880,2026-06-15,2026-06,Bandung,Fiber Internet,Billing Related,Low,Closed,151,869,INC-2026-01810,Residential,false,3.6
TCK-2026-00937,2026-06-15,2026-06,Yogyakarta,IPTV,Intermittent Connection,High,Closed,26,174,,Residential,true,3.4
TCK-2026-01089,2026-06-15,2026-06,Denpasar,Fiber Internet,Router ONT Issue,Medium,Closed,86,585,,Residential,true,4.6
TCK-2026-01511,2026-06-15,2026-06,Bandung,Fiber Internet,Billing Related,Medium,Closed,73,407,INC-2026-01810,Residential,true,5
TCK-2026-01937,2026-06-15,2026-06,Bandung,Mobile Broadband,Intermittent Connection,Medium,Resolved,64,503,,Residential,false,4.1
TCK-2026-02095,2026-06-15,2026-06,Bandung,Fiber Internet,Internet Down,Low,Closed,122,863,INC-2026-01810,SMB,true,4.7
TCK-2026-02199,2026-06-15,2026-06,Balikpapan,Enterprise VPN,Installation Delay,High,Resolved,28,246,,Residential,false,1.8
TCK-2026-02444,2026-06-15,2026-06,Bandung,IPTV,Slow Connection,High,Closed,10,282,,SMB,false,4.0
TCK-2026-02472,2026-06-15,2026-06,Medan,Mobile Broadband,Billing Related,Low,Closed,126,981,INC-2026-01216,Residential,false,5
TCK-2026-03704,2026-06-15,2026-06,Palembang,Mobile Broadband,Router ONT Issue,Medium,Resolved,85,463,,Residential,false,3.4
TCK-2026-03953,2026-06-15,2026-06,Yogyakarta,IPTV,Slow Connection,High,In Progress,53,,,SMB,false,
TCK-2026-04028,2026-06-15,2026-06,Surabaya,IPTV,Installation Delay,Medium,Waiting Customer,66,,INC-2026-00799,SMB,false,
TCK-2026-04527,2026-06-15,2026-06,Balikpapan,Fiber Internet,Billing Related,Medium,In Progress,59,,,Residential,false,
TCK-2026-00225,2026-06-16,2026-06,Surabaya,Voice,Intermittent Connection,Medium,Waiting Customer,84,,INC-2026-02060,Public Sector,false,
TCK-2026-00418,2026-06-16,2026-06,Surabaya,IPTV,Internet Down,Low,Resolved,135,947,,Enterprise,false,4.5
TCK-2026-01189,2026-06-16,2026-06,Denpasar,Enterprise VPN,Enterprise SLA Complaint,Medium,Closed,76,572,,SMB,false,3.3
TCK-2026-01895,2026-06-16,2026-06,Denpasar,Voice,Billing Related,High,Open,15,,,Residential,false,
TCK-2026-02574,2026-06-16,2026-06,Palembang,Mobile Broadband,Installation Delay,Low,Resolved,88,935,INC-2026-00581,Residential,false,4.0
TCK-2026-02676,2026-06-16,2026-06,Denpasar,Cloud Connectivity,Enterprise SLA Complaint,Low,Closed,161,874,,Residential,false,3.8
TCK-2026-02951,2026-06-16,2026-06,Palembang,Enterprise VPN,Intermittent Connection,Medium,Closed,67,625,,Enterprise,false,3.7
TCK-2026-03066,2026-06-16,2026-06,Yogyakarta,IPTV,Installation Delay,Low,Resolved,112,848,INC-2026-01119,SMB,false,4.1
TCK-2026-03520,2026-06-16,2026-06,Jakarta,Cloud Connectivity,Slow Connection,Medium,Closed,81,480,,SMB,false,4.6
TCK-2026-03573,2026-06-16,2026-06,Denpasar,Fiber Internet,Slow Connection,Medium,Waiting Customer,18,,,Residential,true,
TCK-2026-04138,2026-06-16,2026-06,Yogyakarta,Mobile Broadband,Slow Connection,Medium,Closed,89,434,INC-2026-01558,SMB,false,5
TCK-2026-04344,2026-06-16,2026-06,Bandung,Cloud Connectivity,Internet Down,Medium,Resolved,49,400,,Residential,false,4.5
TCK-2026-04586,2026-06-16,2026-06,Bandung,Cloud Connectivity,Slow Connection,Medium,Resolved,103,601,,Residential,false,2.8
TCK-2026-05163,2026-06-16,2026-06,Yogyakarta,Mobile Broadband,Router ONT Issue,Low,Resolved,96,1003,INC-2026-01558,Residential,false,5
TCK-2026-00216,2026-06-17,2026-06,Medan,Mobile Broadband,Billing Related,Low,In Progress,115,,INC-2026-00267,Residential,false,
TCK-2026-00233,2026-06-17,2026-06,Bandung,Enterprise VPN,Slow Connection,Low,Resolved,99,978,,Residential,false,3.8
TCK-2026-00318,2026-06-17,2026-06,Balikpapan,IPTV,Enterprise SLA Complaint,Low,Closed,142,783,,Residential,false,2.9
TCK-2026-00403,2026-06-17,2026-06,Makassar,Voice,Slow Connection,High,Open,23,,INC-2026-01686,SMB,false,
TCK-2026-00502,2026-06-17,2026-06,Yogyakarta,Mobile Broadband,Billing Related,Low,Resolved,127,886,,Residential,false,4.7
TCK-2026-01126,2026-06-17,2026-06,Makassar,Voice,Intermittent Connection,Critical,Waiting Customer,4,,,Enterprise,false,
TCK-2026-01311,2026-06-17,2026-06,Surabaya,Mobile Broadband,Internet Down,High,Waiting Customer,20,,INC-2026-01440,Residential,false,
TCK-2026-01541,2026-06-17,2026-06,Yogyakarta,Fiber Internet,Intermittent Connection,Low,Open,135,,,Enterprise,true,
TCK-2026-01612,2026-06-17,2026-06,Surabaya,Voice,Enterprise SLA Complaint,Low,Closed,151,939,INC-2026-00289,Residential,false,4.1
TCK-2026-01689,2026-06-17,2026-06,Balikpapan,IPTV,Slow Connection,Medium,Closed,82,415,INC-2026-01262,Residential,false,4.5
TCK-2026-02198,2026-06-17,2026-06,Jakarta,IPTV,Intermittent Connection,Medium,Closed,83,450,,Enterprise,false,4.3
TCK-2026-02336,2026-06-17,2026-06,Makassar,Voice,Installation Delay,Low,Open,119,,INC-2026-01686,Residential,false,
TCK-2026-02387,2026-06-17,2026-06,Balikpapan,Cloud Connectivity,Enterprise SLA Complaint,High,Waiting Customer,10,,,SMB,true,
TCK-2026-02531,2026-06-17,2026-06,Bandung,Mobile Broadband,Enterprise SLA Complaint,Low,In Progress,128,,INC-2026-00516,Enterprise,false,
TCK-2026-02847,2026-06-17,2026-06,Semarang,IPTV,Enterprise SLA Complaint,Low,Closed,115,953,,Residential,false,5
TCK-2026-02961,2026-06-17,2026-06,Makassar,IPTV,Installation Delay,Low,Resolved,110,769,,SMB,false,2.7
TCK-2026-03068,2026-06-17,2026-06,Makassar,Voice,Enterprise SLA Complaint,Low,Resolved,158,761,INC-2026-00065,Residential,false,3.8
TCK-2026-03186,2026-06-17,2026-06,Jakarta,Cloud Connectivity,Internet Down,Low,Open,107,,INC-2026-01668,Residential,false,
TCK-2026-03205,2026-06-17,2026-06,Makassar,Enterprise VPN,Billing Related,Medium,Resolved,84,474,,Residential,false,5
TCK-2026-03306,2026-06-17,2026-06,Palembang,IPTV,Intermittent Connection,Medium,In Progress,70,,INC-2026-00620,SMB,false,
TCK-2026-03315,2026-06-17,2026-06,Balikpapan,IPTV,Internet Down,Low,Closed,141,930,INC-2026-01262,SMB,false,3.6
TCK-2026-03682,2026-06-17,2026-06,Bandung,Mobile Broadband,Slow Connection,Low,Closed,106,853,INC-2026-00516,Residential,false,3.8
TCK-2026-03977,2026-06-17,2026-06,Makassar,IPTV,Router ONT Issue,High,Closed,39,231,,SMB,false,4.2
TCK-2026-04227,2026-06-17,2026-06,Makassar,Voice,Intermittent Connection,High,Resolved,18,214,INC-2026-01686,SMB,false,2.6
TCK-2026-04495,2026-06-17,2026-06,Surabaya,Voice,Router ONT Issue,Medium,Closed,72,566,INC-2026-00289,Residential,false,5
TCK-2026-04853,2026-06-17,2026-06,Medan,Mobile Broadband,Intermittent Connection,Medium,In Progress,63,,INC-2026-00267,Residential,false,
TCK-2026-00596,2026-06-18,2026-06,Makassar,Voice,Router ONT Issue,Low,Resolved,110,839,,Residential,false,3.4
TCK-2026-00990,2026-06-18,2026-06,Makassar,Fiber Internet,Intermittent Connection,High,Resolved,28,170,,Residential,false,3.6
TCK-2026-01617,2026-06-18,2026-06,Medan,Voice,Internet Down,Low,Closed,115,990,,Residential,false,3.7
TCK-2026-01980,2026-06-18,2026-06,Balikpapan,Enterprise VPN,Billing Related,Critical,Open,32,,,SMB,false,
TCK-2026-02037,2026-06-18,2026-06,Bandung,Enterprise VPN,Router ONT Issue,Medium,Resolved,71,581,,Residential,false,3.6
TCK-2026-03277,2026-06-18,2026-06,Palembang,IPTV,Internet Down,Low,Closed,140,1070,,Enterprise,false,3.9
TCK-2026-03733,2026-06-18,2026-06,Palembang,Mobile Broadband,Internet Down,Low,Resolved,133,853,,Residential,false,2.9
TCK-2026-04317,2026-06-18,2026-06,Yogyakarta,Fiber Internet,Router ONT Issue,Medium,Resolved,103,372,,Residential,false,3.3
TCK-2026-04831,2026-06-18,2026-06,Balikpapan,IPTV,Installation Delay,Critical,Resolved,2,101,,Residential,false,3.5
TCK-2026-05393,2026-06-18,2026-06,Balikpapan,Mobile Broadband,Internet Down,Low,Resolved,91,928,,Enterprise,false,3.2
TCK-2026-00611,2026-06-19,2026-06,Palembang,Enterprise VPN,Enterprise SLA Complaint,High,In Progress,43,,,Residential,false,
TCK-2026-01054,2026-06-19,2026-06,Denpasar,Voice,Enterprise SLA Complaint,Low,Resolved,108,910,,Residential,false,4.7
TCK-2026-02274,2026-06-19,2026-06,Balikpapan,IPTV,Intermittent Connection,Critical,Open,2,,,Residential,false,
TCK-2026-02323,2026-06-19,2026-06,Jakarta,Mobile Broadband,Enterprise SLA Complaint,Low,Resolved,123,782,,Residential,false,3.4
TCK-2026-02832,2026-06-19,2026-06,Denpasar,Fiber Internet,Internet Down,Low,Closed,133,1001,,Public Sector,false,4.7
TCK-2026-02972,2026-06-19,2026-06,Bandung,Fiber Internet,Enterprise SLA Complaint,Critical,Resolved,29,29,INC-2026-01348,Public Sector,false,2.4
TCK-2026-02980,2026-06-19,2026-06,Semarang,Cloud Connectivity,Slow Connection,Low,Closed,98,999,,Residential,false,3.9
TCK-2026-03657,2026-06-19,2026-06,Denpasar,Voice,Installation Delay,Critical,Resolved,26,68,,Residential,true,3.6
TCK-2026-03720,2026-06-19,2026-06,Bandung,Enterprise VPN,Enterprise SLA Complaint,Low,In Progress,161,,,SMB,false,
TCK-2026-03827,2026-06-19,2026-06,Surabaya,Fiber Internet,Router ONT Issue,Low,Open,95,,,SMB,false,
TCK-2026-04312,2026-06-19,2026-06,Denpasar,IPTV,Billing Related,High,Waiting Customer,2,,,Residential,false,
TCK-2026-05064,2026-06-19,2026-06,Bandung,Mobile Broadband,Internet Down,Low,Closed,143,717,INC-2026-00343,Enterprise,false,3.5
TCK-2026-05341,2026-06-19,2026-06,Medan,IPTV,Billing Related,Medium,Open,75,,,Residential,false,
TCK-2026-00430,2026-06-20,2026-06,Semarang,Fiber Internet,Enterprise SLA Complaint,Medium,Open,68,,,Residential,false,
TCK-2026-01346,2026-06-20,2026-06,Medan,Cloud Connectivity,Slow Connection,Low,Resolved,126,815,,Residential,true,1.8
TCK-2026-01558,2026-06-20,2026-06,Semarang,Enterprise VPN,Enterprise SLA Complaint,Medium,Resolved,70,397,,Residential,false,3.3
TCK-2026-01808,2026-06-20,2026-06,Jakarta,IPTV,Internet Down,Low,Resolved,126,872,,SMB,false,3.4
TCK-2026-02087,2026-06-20,2026-06,Jakarta,IPTV,Router ONT Issue,Medium,Resolved,97,425,,Residential,false,4.5
TCK-2026-02615,2026-06-20,2026-06,Bandung,Enterprise VPN,Installation Delay,Low,Closed,120,814,INC-2026-01734,Residential,false,4.4
TCK-2026-03212,2026-06-20,2026-06,Denpasar,IPTV,Internet Down,Low,Resolved,151,829,,SMB,false,2.7
TCK-2026-04021,2026-06-20,2026-06,Surabaya,Voice,Enterprise SLA Complaint,Low,In Progress,127,,INC-2026-01709,Residential,false,
TCK-2026-05013,2026-06-20,2026-06,Medan,Fiber Internet,Router ONT Issue,Medium,Resolved,61,468,,Residential,false,3.9
TCK-2026-00228,2026-06-21,2026-06,Surabaya,Voice,Router ONT Issue,High,Resolved,42,203,,Residential,false,3.1
TCK-2026-00389,2026-06-21,2026-06,Palembang,IPTV,Slow Connection,Low,Resolved,124,948,INC-2026-00954,Enterprise,false,3.8
TCK-2026-00428,2026-06-21,2026-06,Palembang,IPTV,Enterprise SLA Complaint,High,Resolved,54,334,INC-2026-00954,Enterprise,false,5
TCK-2026-00916,2026-06-21,2026-06,Bandung,Cloud Connectivity,Enterprise SLA Complaint,High,In Progress,22,,,SMB,false,
TCK-2026-01695,2026-06-21,2026-06,Palembang,IPTV,Enterprise SLA Complaint,Medium,Open,53,,INC-2026-00954,SMB,false,
TCK-2026-01926,2026-06-21,2026-06,Palembang,IPTV,Billing Related,Critical,Resolved,41,116,INC-2026-00954,SMB,true,1.8
TCK-2026-02613,2026-06-21,2026-06,Palembang,IPTV,Intermittent Connection,Low,Resolved,147,901,INC-2026-00954,Residential,false,3.1
TCK-2026-02645,2026-06-21,2026-06,Palembang,Voice,Installation Delay,Low,Resolved,95,835,,Enterprise,false,5
TCK-2026-02930,2026-06-21,2026-06,Denpasar,Voice,Installation Delay,Medium,Closed,72,448,,Residential,false,4.1
TCK-2026-03866,2026-06-21,2026-06,Palembang,Mobile Broadband,Router ONT Issue,Low,Resolved,116,901,,SMB,false,4.7
TCK-2026-04290,2026-06-21,2026-06,Balikpapan,Mobile Broadband,Internet Down,High,In Progress,42,,,SMB,true,
TCK-2026-04630,2026-06-21,2026-06,Palembang,Fiber Internet,Installation Delay,Low,Resolved,113,767,,Residential,false,4.6
TCK-2026-04808,2026-06-21,2026-06,Palembang,Cloud Connectivity,Router ONT Issue,High,Open,38,,,SMB,true,
TCK-2026-04872,2026-06-21,2026-06,Jakarta,Cloud Connectivity,Installation Delay,Medium,Resolved,103,386,INC-2026-01895,Residential,false,3.4
